team,player_number,player_name,left,top,success,game_index,rival,home
TOSCONES CORRALEJO,34,E. OGUNFOLU,67.0663%,81.1692%,False,1,CB LA MATANZA,True
TOSCONES CORRALEJO,8,M. PEREZ CHAFINO,90.1269%,48.525%,True,1,CB LA MATANZA,True
TOSCONES CORRALEJO,30,A. ALONSO LANTIGUA,28.4203%,13.4862%,False,1,CB LA MATANZA,True
TOSCONES CORRALEJO,17,A. PEREZ GALVAN,32.3695%,18.5277%,True,1,CB LA MATANZA,True
TOSCONES CORRALEJO,9,G. GUERRA LOZANO,14.1749%,52.1802%,False,1,CB LA MATANZA,True
TOSCONES CORRALEJO,8,M. PEREZ CHAFINO,69.1819%,21.6787%,True,1,CB LA MATANZA,True
TOSCONES CORRALEJO,9,G. GUERRA LOZANO,87.9408%,60.4988%,False,1,CB LA MATANZA,True
TOSCONES CORRALEJO,30,A. ALONSO LANTIGUA,29.4076%,78.2703%,False,1,CB LA MATANZA,True
TOSCONES CORRALEJO,11,P. DIOP,29.5487%,83.816%,False,1,CB LA MATANZA,True
TOSCONES CORRALEJO,34,E. OGUNFOLU,33.0042%,23.9474%,False,1,CB LA MATANZA,True
TOSCONES CORRALEJO,8,M. PEREZ CHAFINO,11.8477%,50.4156%,True,1,CB LA MATANZA,True
TOSCONES CORRALEJO,34,E. OGUNFOLU,70.8039%,78.6484%,True,1,CB LA MATANZA,True
TOSCONES CORRALEJO,8,M. PEREZ CHAFINO,88.5755%,51.8021%,True,1,CB LA MATANZA,True
TOSCONES CORRALEJO,34,E. OGUNFOLU,19.3935%,23.0652%,True,1,CB LA MATANZA,True
TOSCONES CORRALEJO,11,P. DIOP,89.8449%,51.1719%,True,1,CB LA MATANZA,True
TOSCONES CORRALEJO,6,A. CHACON GARCIA,74.8942%,14.1164%,False,1,CB LA MATANZA,True
TOSCONES CORRALEJO,9,G. GUERRA LOZANO,9.0268%,61.5071%,False,1,CB LA MATANZA,True
TOSCONES CORRALEJO,17,A. PEREZ GALVAN,21.6502%,53.1885%,False,1,CB LA MATANZA,True
TOSCONES CORRALEJO,17,A. PEREZ GALVAN,10.7898%,38.9461%,True,1,CB LA MATANZA,True
TOSCONES CORRALEJO,34,E. OGUNFOLU,13.0465%,36.9294%,True,1,CB LA MATANZA,True
TOSCONES CORRALEJO,9,G. GUERRA LOZANO,29.8307%,81.4212%,False,1,CB LA MATANZA,True
TOSCONES CORRALEJO,11,P. DIOP,85.3315%,46.8865%,True,1,CB LA MATANZA,True
TOSCONES CORRALEJO,17,A. PEREZ GALVAN,10.7193%,46.2563%,True,1,CB LA MATANZA,True
TOSCONES CORRALEJO,34,E. OGUNFOLU,67.9126%,71.9683%,False,1,CB LA MATANZA,True
TOSCONES CORRALEJO,34,E. OGUNFOLU,69.7461%,25.838%,False,1,CB LA MATANZA,True
TOSCONES CORRALEJO,9,G. GUERRA LOZANO,30.8181%,72.9766%,False,1,CB LA MATANZA,True
TOSCONES CORRALEJO,34,E. OGUNFOLU,31.8054%,76.8838%,True,1,CB LA MATANZA,True
TOSCONES CORRALEJO,11,P. DIOP,85.1904%,93.1429%,True,1,CB LA MATANZA,True
TOSCONES CORRALEJO,17,A. PEREZ GALVAN,28.7729%,17.7715%,False,1,CB LA MATANZA,True
TOSCONES CORRALEJO,6,A. CHACON GARCIA,72.7786%,9.57897%,False,1,CB LA MATANZA,True
TOSCONES CORRALEJO,15,M. ABITBOL VIERA,16.2906%,68.0611%,False,1,CB LA MATANZA,True
TOSCONES CORRALEJO,17,A. PEREZ GALVAN,89.6333%,48.1469%,True,1,CB LA MATANZA,True
TOSCONES CORRALEJO,9,G. GUERRA LOZANO,30.536%,71.8423%,False,1,CB LA MATANZA,True
TOSCONES CORRALEJO,11,P. DIOP,87.165%,52.8104%,False,1,CB LA MATANZA,True
TOSCONES CORRALEJO,17,A. PEREZ GALVAN,80.1834%,41.845%,False,1,CB LA MATANZA,True
TOSCONES CORRALEJO,34,E. OGUNFOLU,35.543%,35.417%,False,1,CB LA MATANZA,True
TOSCONES CORRALEJO,17,A. PEREZ GALVAN,90.5501%,40.3325%,True,1,CB LA MATANZA,True
TOSCONES CORRALEJO,34,E. OGUNFOLU,14.9506%,31.7618%,False,1,CB LA MATANZA,True
TOSCONES CORRALEJO,11,P. DIOP,86.4598%,31.7618%,True,1,CB LA MATANZA,True
TOSCONES CORRALEJO,9,G. GUERRA LOZANO,70.1693%,15.8809%,True,1,CB LA MATANZA,True
TOSCONES CORRALEJO,9,G. GUERRA LOZANO,29.6192%,79.6567%,False,1,CB LA MATANZA,True
TOSCONES CORRALEJO,34,E. OGUNFOLU,67.4894%,72.9766%,True,1,CB LA MATANZA,True
TOSCONES CORRALEJO,11,P. DIOP,16.8547%,46.5084%,False,1,CB LA MATANZA,True
TOSCONES CORRALEJO,9,G. GUERRA LOZANO,87.0945%,48.0209%,False,1,CB LA MATANZA,True
TOSCONES CORRALEJO,17,A. PEREZ GALVAN,87.0945%,48.0209%,False,1,CB LA MATANZA,True
TOSCONES CORRALEJO,9,G. GUERRA LOZANO,29.9718%,17.6455%,True,1,CB LA MATANZA,True
TOSCONES CORRALEJO,9,G. GUERRA LOZANO,76.4457%,49.7854%,False,1,CB LA MATANZA,True
TOSCONES CORRALEJO,30,A. ALONSO LANTIGUA,73.7659%,84.8243%,False,1,CB LA MATANZA,True
TOSCONES CORRALEJO,17,A. PEREZ GALVAN,87.2355%,46.5084%,False,1,CB LA MATANZA,True
TOSCONES CORRALEJO,9,G. GUERRA LOZANO,12.4824%,45.248%,True,1,CB LA MATANZA,True
TOSCONES CORRALEJO,11,P. DIOP,93.9351%,6.93215%,False,1,CB LA MATANZA,True
TOSCONES CORRALEJO,11,P. DIOP,83.7094%,44.7439%,False,1,CB LA MATANZA,True
TOSCONES CORRALEJO,17,A. PEREZ GALVAN,91.8195%,52.0541%,True,1,CB LA MATANZA,True
TOSCONES CORRALEJO,11,P. DIOP,18.3357%,49.9115%,False,1,CB LA MATANZA,True
TOSCONES CORRALEJO,9,G. GUERRA LOZANO,20.8745%,48.9032%,False,1,CB LA MATANZA,True
TOSCONES CORRALEJO,6,A. CHACON GARCIA,12.835%,22.561%,True,1,CB LA MATANZA,True
TOSCONES CORRALEJO,11,P. DIOP,92.6657%,77.1359%,False,1,CB LA MATANZA,True
TOSCONES CORRALEJO,9,G. GUERRA LOZANO,24.7532%,46.2563%,False,1,CB LA MATANZA,True
TOSCONES CORRALEJO,9,G. GUERRA LOZANO,17.2779%,41.7189%,True,1,CB LA MATANZA,True
TOSCONES CORRALEJO,8,M. PEREZ CHAFINO,83.4274%,54.5749%,False,1,CB LA MATANZA,True
TOSCONES CORRALEJO,15,M. ABITBOL VIERA,91.8195%,51.2979%,False,1,CB LA MATANZA,True
TOSCONES CORRALEJO,9,G. GUERRA LOZANO,83.2158%,56.8436%,False,1,CB LA MATANZA,True
TOSCONES CORRALEJO,11,P. DIOP,31.5233%,24.9557%,False,1,CB LA MATANZA,True
TOSCONES CORRALEJO,17,A. PEREZ GALVAN,36.5303%,60.7508%,False,1,CB LA MATANZA,True
CB LA MATANZA,10,A. GOMEZ PEÑA,65.5853%,48.1469%,True,1,TOSCONES CORRALEJO,False
CB LA MATANZA,7,P. GRIMA LORENZO,24.6827%,61.0029%,False,1,TOSCONES CORRALEJO,False
CB LA MATANZA,23,C. LUIS QUINTERO,22.0028%,60.7508%,False,1,TOSCONES CORRALEJO,False
CB LA MATANZA,11,P. RODRIGUEZ FAJARDO,75.1763%,87.5972%,False,1,TOSCONES CORRALEJO,False
CB LA MATANZA,0,J. PARRONDO CASTRO,84.9083%,51.8021%,False,1,TOSCONES CORRALEJO,False
CB LA MATANZA,7,P. GRIMA LORENZO,88.4344%,49.2813%,False,1,TOSCONES CORRALEJO,False
CB LA MATANZA,23,C. LUIS QUINTERO,32.5106%,73.8589%,True,1,TOSCONES CORRALEJO,False
CB LA MATANZA,3,M. DIAZ FELST,74.8942%,87.9753%,True,1,TOSCONES CORRALEJO,False
CB LA MATANZA,23,C. LUIS QUINTERO,31.5233%,22.0568%,True,1,TOSCONES CORRALEJO,False
CB LA MATANZA,10,A. GOMEZ PEÑA,92.4542%,61.381%,True,1,TOSCONES CORRALEJO,False
CB LA MATANZA,23,C. LUIS QUINTERO,90.3385%,51.8021%,True,1,TOSCONES CORRALEJO,False
CB LA MATANZA,23,C. LUIS QUINTERO,13.6812%,67.683%,False,1,TOSCONES CORRALEJO,False
CB LA MATANZA,23,C. LUIS QUINTERO,32.9337%,73.1027%,False,1,TOSCONES CORRALEJO,False
CB LA MATANZA,0,J. PARRONDO CASTRO,87.6587%,56.2134%,False,1,TOSCONES CORRALEJO,False
CB LA MATANZA,10,A. GOMEZ PEÑA,86.3188%,52.5583%,True,1,TOSCONES CORRALEJO,False
CB LA MATANZA,10,A. GOMEZ PEÑA,73.1312%,88.2274%,False,1,TOSCONES CORRALEJO,False
CB LA MATANZA,0,J. PARRONDO CASTRO,13.0465%,37.1815%,False,1,TOSCONES CORRALEJO,False
CB LA MATANZA,23,C. LUIS QUINTERO,30.4654%,80.2869%,False,1,TOSCONES CORRALEJO,False
CB LA MATANZA,14,M. GONZALEZ-MONJE PEREZ,84.9788%,51.55%,True,1,TOSCONES CORRALEJO,False
CB LA MATANZA,23,C. LUIS QUINTERO,25.811%,49.7854%,True,1,TOSCONES CORRALEJO,False
CB LA MATANZA,14,M. GONZALEZ-MONJE PEREZ,78.5614%,8.94877%,False,1,TOSCONES CORRALEJO,False
CB LA MATANZA,23,C. LUIS QUINTERO,72.4965%,42.6012%,True,1,TOSCONES CORRALEJO,False
CB LA MATANZA,11,P. RODRIGUEZ FAJARDO,75.952%,89.4877%,False,1,TOSCONES CORRALEJO,False
CB LA MATANZA,11,P. RODRIGUEZ FAJARDO,28.4203%,16.8892%,True,1,TOSCONES CORRALEJO,False
CB LA MATANZA,23,C. LUIS QUINTERO,69.5346%,19.6621%,True,1,TOSCONES CORRALEJO,False
CB LA MATANZA,11,P. RODRIGUEZ FAJARDO,25.811%,86.967%,False,1,TOSCONES CORRALEJO,False
CB LA MATANZA,7,P. GRIMA LORENZO,11.9887%,45.122%,True,1,TOSCONES CORRALEJO,False
CB LA MATANZA,23,C. LUIS QUINTERO,72.3554%,83.816%,False,1,TOSCONES CORRALEJO,False
CB LA MATANZA,10,A. GOMEZ PEÑA,31.8054%,20.5444%,True,1,TOSCONES CORRALEJO,False
CB LA MATANZA,10,A. GOMEZ PEÑA,26.8688%,16.5111%,False,1,TOSCONES CORRALEJO,False
CB LA MATANZA,7,P. GRIMA LORENZO,21.2976%,62.5154%,False,1,TOSCONES CORRALEJO,False
CB LA MATANZA,6,J. MORENO CASTRO,88.3639%,52.5583%,True,1,TOSCONES CORRALEJO,False
CB LA MATANZA,10,A. GOMEZ PEÑA,72.9196%,85.2024%,False,1,TOSCONES CORRALEJO,False
CB LA MATANZA,14,M. GONZALEZ-MONJE PEREZ,65.0212%,61.6331%,False,1,TOSCONES CORRALEJO,False
CB LA MATANZA,0,J. PARRONDO CASTRO,13.9633%,41.5929%,False,1,TOSCONES CORRALEJO,False
CB LA MATANZA,11,P. RODRIGUEZ FAJARDO,25.4584%,61.7591%,False,1,TOSCONES CORRALEJO,False
CB LA MATANZA,3,M. DIAZ FELST,74.6827%,15.6288%,False,1,TOSCONES CORRALEJO,False
CB LA MATANZA,23,C. LUIS QUINTERO,10.2962%,46.1303%,True,1,TOSCONES CORRALEJO,False
CB LA MATANZA,10,A. GOMEZ PEÑA,75.5994%,9.57897%,False,1,TOSCONES CORRALEJO,False
CB LA MATANZA,22,L. FLORES LUCAS,77.2214%,88.6055%,False,1,TOSCONES CORRALEJO,False
CB LA MATANZA,0,J. PARRONDO CASTRO,13.6107%,61.381%,False,1,TOSCONES CORRALEJO,False
CB LA MATANZA,14,M. GONZALEZ-MONJE PEREZ,82.7927%,36.6774%,True,1,TOSCONES CORRALEJO,False
CB LA MATANZA,22,L. FLORES LUCAS,86.1777%,49.7854%,True,1,TOSCONES CORRALEJO,False
CB LA MATANZA,22,L. FLORES LUCAS,87.5176%,48.399%,True,1,TOSCONES CORRALEJO,False
CB LA MATANZA,23,C. LUIS QUINTERO,71.5092%,18.4017%,False,1,TOSCONES CORRALEJO,False
CB LA MATANZA,10,A. GOMEZ PEÑA,35.402%,56.5915%,False,1,TOSCONES CORRALEJO,False
CB LA MATANZA,7,P. GRIMA LORENZO,31.0296%,23.5693%,False,1,TOSCONES CORRALEJO,False
CB LA MATANZA,10,A. GOMEZ PEÑA,12.0592%,38.568%,False,1,TOSCONES CORRALEJO,False
CB LA MATANZA,14,M. GONZALEZ-MONJE PEREZ,31.5938%,74.237%,False,1,TOSCONES CORRALEJO,False
CB LA MATANZA,7,P. GRIMA LORENZO,33.9915%,35.1649%,False,1,TOSCONES CORRALEJO,False
CB LA MATANZA,10,A. GOMEZ PEÑA,88.3639%,42.4752%,False,1,TOSCONES CORRALEJO,False
CB LA MATANZA,0,J. PARRONDO CASTRO,75.3173%,35.0389%,False,1,TOSCONES CORRALEJO,False
CB LA MATANZA,23,C. LUIS QUINTERO,19.5346%,47.5167%,True,1,TOSCONES CORRALEJO,False
CB LA MATANZA,23,C. LUIS QUINTERO,91.6079%,62.5154%,False,1,TOSCONES CORRALEJO,False
CB LA MATANZA,23,C. LUIS QUINTERO,68.8999%,79.9088%,True,1,TOSCONES CORRALEJO,False
TOBARRA CB,28,F. QUERO CARMONA,64.598%,55.3312%,False,1,CESUR DISTRITO OLIMPICO,True
TOBARRA CB,22,A. KALINICENKO,90.268%,56.7176%,False,1,CESUR DISTRITO OLIMPICO,True
TOBARRA CB,10,I. MARTINEZ MESEGUER,34.6968%,30.1233%,False,1,CESUR DISTRITO OLIMPICO,True
TOBARRA CB,5,A. GALLEGO GÓMEZ,30.2539%,80.4129%,False,1,CESUR DISTRITO OLIMPICO,True
TOBARRA CB,91,R. KOWALSKI,30.3949%,82.8077%,True,1,CESUR DISTRITO OLIMPICO,True
TOBARRA CB,91,R. KOWALSKI,31.5233%,79.0265%,True,1,CESUR DISTRITO OLIMPICO,True
TOBARRA CB,22,A. KALINICENKO,12.1298%,54.953%,True,1,CESUR DISTRITO OLIMPICO,True
TOBARRA CB,28,F. QUERO CARMONA,13.6107%,50.0375%,False,1,CESUR DISTRITO OLIMPICO,True
TOBARRA CB,10,I. MARTINEZ MESEGUER,68.4062%,21.8048%,True,1,CESUR DISTRITO OLIMPICO,True
TOBARRA CB,91,R. KOWALSKI,13.9633%,50.1636%,False,1,CESUR DISTRITO OLIMPICO,True
TOBARRA CB,31,Y. BOUBACAR,88.5755%,47.1386%,False,1,CESUR DISTRITO OLIMPICO,True
TOBARRA CB,10,I. MARTINEZ MESEGUER,88.7165%,92.5127%,True,1,CESUR DISTRITO OLIMPICO,True
TOBARRA CB,28,F. QUERO CARMONA,33.3568%,81.9254%,False,1,CESUR DISTRITO OLIMPICO,True
TOBARRA CB,26,E. RAMÓN FERNÁNDEZ,7.4048%,53.0624%,False,1,CESUR DISTRITO OLIMPICO,True
TOBARRA CB,28,F. QUERO CARMONA,90.4795%,53.3145%,True,1,CESUR DISTRITO OLIMPICO,True
TOBARRA CB,91,R. KOWALSKI,85.4725%,27.7286%,True,1,CESUR DISTRITO OLIMPICO,True
TOBARRA CB,22,A. KALINICENKO,92.9478%,47.2647%,True,1,CESUR DISTRITO OLIMPICO,True
TOBARRA CB,10,I. MARTINEZ MESEGUER,33.3568%,21.1746%,True,1,CESUR DISTRITO OLIMPICO,True
TOBARRA CB,26,E. RAMÓN FERNÁNDEZ,32.3695%,78.9005%,False,1,CESUR DISTRITO OLIMPICO,True
TOBARRA CB,28,F. QUERO CARMONA,34.2031%,24.5776%,True,1,CESUR DISTRITO OLIMPICO,True
TOBARRA CB,26,E. RAMÓN FERNÁNDEZ,31.6643%,15.8809%,True,1,CESUR DISTRITO OLIMPICO,True
TOBARRA CB,91,R. KOWALSKI,11.4951%,29.2411%,False,1,CESUR DISTRITO OLIMPICO,True
TOBARRA CB,28,F. QUERO CARMONA,23.6248%,53.8187%,False,1,CESUR DISTRITO OLIMPICO,True
TOBARRA CB,31,Y. BOUBACAR,87.024%,52.4323%,True,1,CESUR DISTRITO OLIMPICO,True
TOBARRA CB,91,R. KOWALSKI,65.7969%,65.5403%,True,1,CESUR DISTRITO OLIMPICO,True
TOBARRA CB,5,A. GALLEGO GÓMEZ,16.1495%,51.4239%,False,1,CESUR DISTRITO OLIMPICO,True
TOBARRA CB,28,F. QUERO CARMONA,90.1269%,47.5167%,True,1,CESUR DISTRITO OLIMPICO,True
TOBARRA CB,91,R. KOWALSKI,15.5148%,52.0541%,False,1,CESUR DISTRITO OLIMPICO,True
TOBARRA CB,10,I. MARTINEZ MESEGUER,14.1749%,26.4682%,False,1,CESUR DISTRITO OLIMPICO,True
TOBARRA CB,91,R. KOWALSKI,89.2102%,49.7854%,True,1,CESUR DISTRITO OLIMPICO,True
TOBARRA CB,28,F. QUERO CARMONA,11.2835%,60.4988%,False,1,CESUR DISTRITO OLIMPICO,True
TOBARRA CB,28,F. QUERO CARMONA,29.1961%,87.7232%,True,1,CESUR DISTRITO OLIMPICO,True
TOBARRA CB,10,I. MARTINEZ MESEGUER,13.3286%,47.0126%,False,1,CESUR DISTRITO OLIMPICO,True
TOBARRA CB,21,A. SOUSA SILVA,12.0592%,49.9115%,True,1,CESUR DISTRITO OLIMPICO,True
TOBARRA CB,28,F. QUERO CARMONA,90.9732%,56.7176%,False,1,CESUR DISTRITO OLIMPICO,True
TOBARRA CB,22,A. KALINICENKO,32.7221%,21.0485%,False,1,CESUR DISTRITO OLIMPICO,True
TOBARRA CB,91,R. KOWALSKI,15.7969%,49.4073%,False,1,CESUR DISTRITO OLIMPICO,True
TOBARRA CB,91,R. KOWALSKI,23.8364%,32.7702%,False,1,CESUR DISTRITO OLIMPICO,True
TOBARRA CB,10,I. MARTINEZ MESEGUER,12.4824%,49.1552%,True,1,CESUR DISTRITO OLIMPICO,True
TOBARRA CB,28,F. QUERO CARMONA,88.2934%,48.0209%,False,1,CESUR DISTRITO OLIMPICO,True
TOBARRA CB,28,F. QUERO CARMONA,88.9986%,53.3145%,True,1,CESUR DISTRITO OLIMPICO,True
TOBARRA CB,91,R. KOWALSKI,11.354%,45.122%,False,1,CESUR DISTRITO OLIMPICO,True
TOBARRA CB,21,A. SOUSA SILVA,11.9182%,27.9807%,False,1,CESUR DISTRITO OLIMPICO,True
TOBARRA CB,91,R. KOWALSKI,66.6432%,52.1802%,False,1,CESUR DISTRITO OLIMPICO,True
TOBARRA CB,91,R. KOWALSKI,15.8674%,72.9766%,False,1,CESUR DISTRITO OLIMPICO,True
TOBARRA CB,91,R. KOWALSKI,31.5233%,76.3797%,False,1,CESUR DISTRITO OLIMPICO,True
TOBARRA CB,31,Y. BOUBACAR,15.2327%,48.1469%,True,1,CESUR DISTRITO OLIMPICO,True
TOBARRA CB,10,I. MARTINEZ MESEGUER,93.2299%,58.2301%,False,1,CESUR DISTRITO OLIMPICO,True
TOBARRA CB,28,F. QUERO CARMONA,91.0437%,23.6953%,False,1,CESUR DISTRITO OLIMPICO,True
TOBARRA CB,28,F. QUERO CARMONA,11.4951%,51.1719%,False,1,CESUR DISTRITO OLIMPICO,True
TOBARRA CB,28,F. QUERO CARMONA,90.9027%,51.9281%,True,1,CESUR DISTRITO OLIMPICO,True
TOBARRA CB,10,I. MARTINEZ MESEGUER,68.9704%,34.9128%,False,1,CESUR DISTRITO OLIMPICO,True
TOBARRA CB,91,R. KOWALSKI,72.2849%,81.2952%,False,1,CESUR DISTRITO OLIMPICO,True
TOBARRA CB,26,E. RAMÓN FERNÁNDEZ,90.5501%,51.8021%,False,1,CESUR DISTRITO OLIMPICO,True
TOBARRA CB,91,R. KOWALSKI,11.4245%,49.2813%,False,1,CESUR DISTRITO OLIMPICO,True
TOBARRA CB,28,F. QUERO CARMONA,34.0621%,72.2204%,False,1,CESUR DISTRITO OLIMPICO,True
TOBARRA CB,28,F. QUERO CARMONA,9.87306%,49.7854%,False,1,CESUR DISTRITO OLIMPICO,True
TOBARRA CB,10,I. MARTINEZ MESEGUER,91.4669%,51.9281%,True,1,CESUR DISTRITO OLIMPICO,True
TOBARRA CB,26,E. RAMÓN FERNÁNDEZ,87.7997%,50.0375%,False,1,CESUR DISTRITO OLIMPICO,True
TOBARRA CB,5,A. GALLEGO GÓMEZ,76.4457%,49.7854%,False,1,CESUR DISTRITO OLIMPICO,True
TOBARRA CB,28,F. QUERO CARMONA,89.5628%,49.2813%,True,1,CESUR DISTRITO OLIMPICO,True
TOBARRA CB,6,A. ROMERO GARCIA,26.8688%,49.5334%,False,1,CESUR DISTRITO OLIMPICO,True
TOBARRA CB,10,I. MARTINEZ MESEGUER,12.6939%,53.3145%,False,1,CESUR DISTRITO OLIMPICO,True
TOBARRA CB,22,A. KALINICENKO,30.0423%,20.6704%,True,1,CESUR DISTRITO OLIMPICO,True
TOBARRA CB,10,I. MARTINEZ MESEGUER,29.4076%,76.3797%,False,1,CESUR DISTRITO OLIMPICO,True
TOBARRA CB,91,R. KOWALSKI,90.5501%,48.399%,False,1,CESUR DISTRITO OLIMPICO,True
TOBARRA CB,26,E. RAMÓN FERNÁNDEZ,11.354%,51.2979%,True,1,CESUR DISTRITO OLIMPICO,True
TOBARRA CB,10,I. MARTINEZ MESEGUER,34.0621%,32.8962%,False,1,CESUR DISTRITO OLIMPICO,True
TOBARRA CB,91,R. KOWALSKI,66.22%,67.3049%,True,1,CESUR DISTRITO OLIMPICO,True
TOBARRA CB,26,E. RAMÓN FERNÁNDEZ,90.0564%,54.5749%,True,1,CESUR DISTRITO OLIMPICO,True
TOBARRA CB,91,R. KOWALSKI,11.5656%,53.5666%,True,1,CESUR DISTRITO OLIMPICO,True
TOBARRA CB,21,A. SOUSA SILVA,12.835%,52.9364%,True,1,CESUR DISTRITO OLIMPICO,True
CESUR DISTRITO OLIMPICO,33,D. GARCIA NAVARRO,70.5924%,77.262%,False,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,10,M. ALONSO MENOR,92.3131%,93.0168%,True,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,70,C. LUENGO NEVADO,91.2553%,51.2979%,True,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,5,P. PEREZ FERNANDEZ,91.4669%,47.5167%,True,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,33,D. GARCIA NAVARRO,20.804%,51.1719%,True,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,70,C. LUENGO NEVADO,90.5501%,48.0209%,True,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,15,I. CORREA BOULATOVA,10.9309%,52.0541%,True,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,12,S. HERTEL HERMOSA,68.6883%,19.6621%,False,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,16,J. GONZALEZ NOGALES,63.8223%,56.3395%,False,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,10,M. ALONSO MENOR,18.0536%,22.687%,False,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,16,J. GONZALEZ NOGALES,14.6685%,46.1303%,True,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,14,D. GUIJARRO GONZALEZ,12.6939%,50.9198%,True,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,10,M. ALONSO MENOR,66.7842%,38.1898%,False,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,2,I. MARTINEZ PARDO,90.268%,49.5334%,False,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,2,I. MARTINEZ PARDO,12.6234%,54.4489%,True,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,10,M. ALONSO MENOR,92.5952%,51.2979%,True,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,70,C. LUENGO NEVADO,90.9027%,52.3062%,True,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,97,D. LOZANO ESCOBAR,18.8293%,89.2357%,False,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,10,M. ALONSO MENOR,70.0282%,75.4974%,True,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,15,I. CORREA BOULATOVA,13.2581%,50.5417%,True,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,14,D. GUIJARRO GONZALEZ,88.9281%,48.7771%,True,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,70,C. LUENGO NEVADO,10.5783%,52.3062%,True,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,10,M. ALONSO MENOR,70.5219%,22.8131%,False,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,33,D. GARCIA NAVARRO,16.2906%,72.2204%,True,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,70,C. LUENGO NEVADO,89.2102%,47.5167%,True,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,16,J. GONZALEZ NOGALES,13.1171%,28.6109%,True,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,33,D. GARCIA NAVARRO,93.0183%,53.9447%,False,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,97,D. LOZANO ESCOBAR,88.2934%,50.2896%,False,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,15,I. CORREA BOULATOVA,11.2835%,52.3062%,True,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,2,I. MARTINEZ PARDO,33.0748%,75.8755%,True,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,15,I. CORREA BOULATOVA,10.2962%,51.8021%,True,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,15,I. CORREA BOULATOVA,23.7659%,50.0375%,False,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,5,P. PEREZ FERNANDEZ,33.4274%,70.3298%,False,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,33,D. GARCIA NAVARRO,36.8124%,69.5736%,False,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,2,I. MARTINEZ PARDO,12.4118%,50.0375%,True,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,16,J. GONZALEZ NOGALES,90.4795%,50.5417%,False,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,10,M. ALONSO MENOR,91.2553%,42.4752%,False,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,33,D. GARCIA NAVARRO,12.2708%,72.3464%,True,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,16,J. GONZALEZ NOGALES,32.5811%,68.5653%,False,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,12,S. HERTEL HERMOSA,10.5783%,52.8104%,True,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,2,I. MARTINEZ PARDO,28.2087%,83.4379%,True,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,12,S. HERTEL HERMOSA,91.3963%,51.676%,False,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,33,D. GARCIA NAVARRO,17.2073%,50.6677%,True,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,2,I. MARTINEZ PARDO,69.8872%,81.0431%,True,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,87,F. BADAMI,90.409%,57.0957%,False,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,15,I. CORREA BOULATOVA,89.9154%,53.9447%,True,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,15,I. CORREA BOULATOVA,90.0564%,52.8104%,False,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,2,I. MARTINEZ PARDO,15.7969%,22.1829%,True,1,TOBARRA CB,False
