team,player_number,player_name,left,top,success,game_index,rival,home
NÁUTICO TENERIFE,34,S. RODRIGUEZ HERNANDEZ,68.4767%,28.7369%,False,4,INMOBILIARIA GÁLVEZ SANTA CRUZ,False
NÁUTICO TENERIFE,25,E. RAMOS BELASTEGUI,64.1044%,46.6345%,False,4,INMOBILIARIA GÁLVEZ SANTA CRUZ,False
NÁUTICO TENERIFE,47,S. SANCHEZ PARRA,7.54584%,49.0292%,True,4,INMOBILIARIA GÁLVEZ SANTA CRUZ,False
NÁUTICO TENERIFE,3,J. ORAMAS MARTEL,89.9154%,54.827%,False,4,INMOBILIARIA GÁLVEZ SANTA CRUZ,False
NÁUTICO TENERIFE,55,M. MOLINA HERRERA,89.6333%,46.5084%,False,4,INMOBILIARIA GÁLVEZ SANTA CRUZ,False
SUMIALKI CB CIUDAD DE MOSTOLES,33,D. SOTO MADRIGAL,88.4344%,60.6248%,False,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,88,J. FERMIN DE LUNA,91.0437%,31.3837%,False,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,4,D. RUEDA ALVAREZ,29.2666%,76.7578%,False,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,33,D. SOTO MADRIGAL,93.3004%,57.7259%,True,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,88,J. FERMIN DE LUNA,19.464%,95.9157%,False,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,22,M. VILLANUEVA CUBELO,28.914%,84.5722%,True,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,88,J. FERMIN DE LUNA,68.8999%,78.3963%,False,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,20,M. ROLDAN GAYOSO,63.1876%,52.3062%,False,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,22,M. VILLANUEVA CUBELO,69.8872%,17.6455%,False,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,15,A. PÉREZ PEREZ,30.3949%,14.6205%,True,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,88,J. FERMIN DE LUNA,10.4372%,47.5167%,True,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,9,L. SIBENIK,12.4118%,45.122%,False,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,9,L. SIBENIK,88.3639%,3.78117%,True,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,4,D. RUEDA ALVAREZ,26.3047%,88.4794%,False,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,9,L. SIBENIK,90.409%,41.3408%,False,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,4,D. RUEDA ALVAREZ,11.213%,54.827%,False,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,22,M. VILLANUEVA CUBELO,69.8166%,14.4945%,False,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,4,D. RUEDA ALVAREZ,31.7348%,18.4017%,False,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,9,L. SIBENIK,73.6248%,10.2092%,False,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,33,D. SOTO MADRIGAL,75.5289%,10.3352%,True,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,4,D. RUEDA ALVAREZ,30.3244%,80.2869%,True,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,11,H. CARRON GRILLO,60.9309%,20.1663%,False,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,4,D. RUEDA ALVAREZ,15.6559%,72.7245%,True,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,88,J. FERMIN DE LUNA,32.4401%,78.1442%,False,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,88,J. FERMIN DE LUNA,91.0437%,31.3837%,True,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,9,L. SIBENIK,25.7405%,91.3783%,False,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,4,D. RUEDA ALVAREZ,91.3258%,41.845%,False,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,4,D. RUEDA ALVAREZ,93.3709%,47.3907%,True,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,88,J. FERMIN DE LUNA,87.8702%,59.2384%,False,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,9,L. SIBENIK,30.3244%,18.2757%,True,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,88,J. FERMIN DE LUNA,93.0183%,56.8436%,True,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,13,A. BIURRUN SANTAMARIA,84.0621%,6.93215%,False,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,88,J. FERMIN DE LUNA,10.2257%,46.7605%,True,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,33,D. SOTO MADRIGAL,13.2581%,49.6594%,False,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,4,D. RUEDA ALVAREZ,70.0987%,18.0236%,True,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,22,M. VILLANUEVA CUBELO,16.3611%,43.4835%,False,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,4,D. RUEDA ALVAREZ,29.9718%,16.133%,False,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,9,L. SIBENIK,30.2539%,15.8809%,False,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,4,D. RUEDA ALVAREZ,9.09732%,56.5915%,True,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,4,D. RUEDA ALVAREZ,11.213%,45.6261%,True,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,88,J. FERMIN DE LUNA,79.055%,10.3352%,False,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,9,L. SIBENIK,9.59097%,61.129%,False,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,12,J. HERNÁNDEZ TRUJILLO,71.7913%,81.9254%,False,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,88,J. FERMIN DE LUNA,88.2934%,40.5846%,False,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,9,L. SIBENIK,15.0917%,19.6621%,True,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,4,D. RUEDA ALVAREZ,11.1425%,50.4156%,False,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,88,J. FERMIN DE LUNA,9.30889%,49.2813%,True,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,20,M. ROLDAN GAYOSO,68.8293%,17.1413%,False,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,9,L. SIBENIK,89.5628%,37.8117%,False,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,9,L. SIBENIK,68.6883%,20.4183%,False,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,9,L. SIBENIK,12.4118%,45.122%,False,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,15,A. PÉREZ PEREZ,9.80254%,28.7369%,False,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,33,D. SOTO MADRIGAL,91.6079%,60.4988%,True,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,4,D. RUEDA ALVAREZ,92.8773%,43.7356%,True,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,4,D. RUEDA ALVAREZ,28.4908%,87.093%,True,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,4,D. RUEDA ALVAREZ,31.6643%,77.1359%,True,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,9,L. SIBENIK,93.2299%,55.9613%,False,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,9,L. SIBENIK,66.1495%,19.284%,False,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,20,M. ROLDAN GAYOSO,25.3879%,87.3451%,False,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,4,D. RUEDA ALVAREZ,11.0014%,55.8353%,False,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,88,J. FERMIN DE LUNA,72.567%,11.3435%,True,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,15,A. PÉREZ PEREZ,32.4401%,78.1442%,False,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,88,J. FERMIN DE LUNA,11.0719%,5.54572%,False,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,33,D. SOTO MADRIGAL,67.7715%,79.4046%,True,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,88,J. FERMIN DE LUNA,95.2045%,50.9198%,True,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,88,J. FERMIN DE LUNA,91.6079%,53.1885%,True,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,20,M. ROLDAN GAYOSO,72.2144%,13.2341%,True,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,4,D. RUEDA ALVAREZ,72.0028%,17.2674%,False,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,13,A. BIURRUN SANTAMARIA,92.6657%,39.9544%,False,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,22,M. VILLANUEVA CUBELO,34.4852%,50.1636%,False,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,4,D. RUEDA ALVAREZ,8.32158%,42.7272%,True,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,88,J. FERMIN DE LUNA,8.32158%,55.3312%,False,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,20,M. ROLDAN GAYOSO,10.0141%,33.2743%,False,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,12,J. HERNÁNDEZ TRUJILLO,92.4542%,51.9281%,True,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,22,M. VILLANUEVA CUBELO,23.9069%,92.7648%,False,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,9,L. SIBENIK,91.2553%,31.5098%,False,4,PROBASKETLAB FUENLABRADA,True
SUMIALKI CB CIUDAD DE MOSTOLES,33,D. SOTO MADRIGAL,91.6079%,55.3312%,True,4,PROBASKETLAB FUENLABRADA,True
PROBASKETLAB FUENLABRADA,4,Á. AGUILERA MUÑOZ,72.4965%,86.0847%,False,4,SUMIALKI CB CIUDAD DE MOSTOLES,False
PROBASKETLAB FUENLABRADA,8,D. DEL CERRO RUIZ,92.5247%,46.7605%,True,4,SUMIALKI CB CIUDAD DE MOSTOLES,False
PROBASKETLAB FUENLABRADA,4,Á. AGUILERA MUÑOZ,91.6784%,43.1054%,False,4,SUMIALKI CB CIUDAD DE MOSTOLES,False
PROBASKETLAB FUENLABRADA,7,P. RODRIGUEZ PASCUAL,25.5994%,85.3285%,False,4,SUMIALKI CB CIUDAD DE MOSTOLES,False
PROBASKETLAB FUENLABRADA,10,B. VIDARTE CANO,11.0719%,41.971%,True,4,SUMIALKI CB CIUDAD DE MOSTOLES,False
PROBASKETLAB FUENLABRADA,13,G. GARRIDO GUERREIRO DE SOUSA,24.4006%,86.7149%,True,4,SUMIALKI CB CIUDAD DE MOSTOLES,False
PROBASKETLAB FUENLABRADA,6,P. REYES ZUR,6.55853%,94.1512%,False,4,SUMIALKI CB CIUDAD DE MOSTOLES,False
PROBASKETLAB FUENLABRADA,10,B. VIDARTE CANO,87.3061%,63.5237%,False,4,SUMIALKI CB CIUDAD DE MOSTOLES,False
PROBASKETLAB FUENLABRADA,10,B. VIDARTE CANO,11.1425%,52.5583%,False,4,SUMIALKI CB CIUDAD DE MOSTOLES,False
PROBASKETLAB FUENLABRADA,8,D. DEL CERRO RUIZ,88.1523%,53.0624%,True,4,SUMIALKI CB CIUDAD DE MOSTOLES,False
PROBASKETLAB FUENLABRADA,8,D. DEL CERRO RUIZ,87.7997%,42.2231%,False,4,SUMIALKI CB CIUDAD DE MOSTOLES,False
PROBASKETLAB FUENLABRADA,8,D. DEL CERRO RUIZ,9.44993%,51.55%,True,4,SUMIALKI CB CIUDAD DE MOSTOLES,False
PROBASKETLAB FUENLABRADA,13,G. GARRIDO GUERREIRO DE SOUSA,11.213%,43.9876%,False,4,SUMIALKI CB CIUDAD DE MOSTOLES,False
PROBASKETLAB FUENLABRADA,8,D. DEL CERRO RUIZ,89.3512%,19.1579%,False,4,SUMIALKI CB CIUDAD DE MOSTOLES,False
PROBASKETLAB FUENLABRADA,7,P. RODRIGUEZ PASCUAL,26.0931%,14.9987%,True,4,SUMIALKI CB CIUDAD DE MOSTOLES,False
PROBASKETLAB FUENLABRADA,9,B. SOW,92.1721%,47.2647%,False,4,SUMIALKI CB CIUDAD DE MOSTOLES,False
PROBASKETLAB FUENLABRADA,10,B. VIDARTE CANO,90.8322%,57.2217%,True,4,SUMIALKI CB CIUDAD DE MOSTOLES,False
PROBASKETLAB FUENLABRADA,8,D. DEL CERRO RUIZ,91.5374%,59.1123%,True,4,SUMIALKI CB CIUDAD DE MOSTOLES,False
PROBASKETLAB FUENLABRADA,10,B. VIDARTE CANO,91.3963%,62.3893%,False,4,SUMIALKI CB CIUDAD DE MOSTOLES,False
PROBASKETLAB FUENLABRADA,13,G. GARRIDO GUERREIRO DE SOUSA,65.9379%,59.2384%,False,4,SUMIALKI CB CIUDAD DE MOSTOLES,False
PROBASKETLAB FUENLABRADA,6,P. REYES ZUR,8.67419%,55.2051%,False,4,SUMIALKI CB CIUDAD DE MOSTOLES,False
PROBASKETLAB FUENLABRADA,5,P. GRANJA I BERNAD,22.426%,5.54572%,True,4,SUMIALKI CB CIUDAD DE MOSTOLES,False
PROBASKETLAB FUENLABRADA,8,D. DEL CERRO RUIZ,72.4965%,86.0847%,True,4,SUMIALKI CB CIUDAD DE MOSTOLES,False
PROBASKETLAB FUENLABRADA,13,G. GARRIDO GUERREIRO DE SOUSA,71.0155%,16.7632%,True,4,SUMIALKI CB CIUDAD DE MOSTOLES,False
PROBASKETLAB FUENLABRADA,13,G. GARRIDO GUERREIRO DE SOUSA,90.0564%,41.2148%,False,4,SUMIALKI CB CIUDAD DE MOSTOLES,False
PROBASKETLAB FUENLABRADA,10,B. VIDARTE CANO,89.2102%,64.532%,False,4,SUMIALKI CB CIUDAD DE MOSTOLES,False
PROBASKETLAB FUENLABRADA,7,P. RODRIGUEZ PASCUAL,8.95628%,55.7093%,True,4,SUMIALKI CB CIUDAD DE MOSTOLES,False
PROBASKETLAB FUENLABRADA,10,B. VIDARTE CANO,22.7786%,7.68838%,True,4,SUMIALKI CB CIUDAD DE MOSTOLES,False
PROBASKETLAB FUENLABRADA,13,G. GARRIDO GUERREIRO DE SOUSA,20.804%,53.8187%,False,4,SUMIALKI CB CIUDAD DE MOSTOLES,False
PROBASKETLAB FUENLABRADA,13,G. GARRIDO GUERREIRO DE SOUSA,70.1693%,20.4183%,False,4,SUMIALKI CB CIUDAD DE MOSTOLES,False
PROBASKETLAB FUENLABRADA,5,P. GRANJA I BERNAD,79.4076%,25.3339%,True,4,SUMIALKI CB CIUDAD DE MOSTOLES,False
PROBASKETLAB FUENLABRADA,7,P. RODRIGUEZ PASCUAL,78.7024%,5.7978%,True,4,SUMIALKI CB CIUDAD DE MOSTOLES,False
PROBASKETLAB FUENLABRADA,8,D. DEL CERRO RUIZ,87.4471%,73.3547%,False,4,SUMIALKI CB CIUDAD DE MOSTOLES,False
PROBASKETLAB FUENLABRADA,7,P. RODRIGUEZ PASCUAL,23.2722%,89.3617%,True,4,SUMIALKI CB CIUDAD DE MOSTOLES,False
PROBASKETLAB FUENLABRADA,13,G. GARRIDO GUERREIRO DE SOUSA,23.4133%,48.525%,False,4,SUMIALKI CB CIUDAD DE MOSTOLES,False
PROBASKETLAB FUENLABRADA,5,P. GRANJA I BERNAD,10.7898%,45.248%,False,4,SUMIALKI CB CIUDAD DE MOSTOLES,False
PROBASKETLAB FUENLABRADA,3,A. DIAZ CARBALLO,22.7786%,7.68838%,False,4,SUMIALKI CB CIUDAD DE MOSTOLES,False
PROBASKETLAB FUENLABRADA,2,E. BUENO KNUTSEN,90.4795%,7.43631%,False,4,SUMIALKI CB CIUDAD DE MOSTOLES,False
PROBASKETLAB FUENLABRADA,4,Á. AGUILERA MUÑOZ,91.9605%,36.5513%,False,4,SUMIALKI CB CIUDAD DE MOSTOLES,False
PROBASKETLAB FUENLABRADA,7,P. RODRIGUEZ PASCUAL,74.048%,10.5873%,False,4,SUMIALKI CB CIUDAD DE MOSTOLES,False
PROBASKETLAB FUENLABRADA,10,B. VIDARTE CANO,72.567%,13.4862%,True,4,SUMIALKI CB CIUDAD DE MOSTOLES,False
PROBASKETLAB FUENLABRADA,13,G. GARRIDO GUERREIRO DE SOUSA,87.0945%,34.7868%,False,4,SUMIALKI CB CIUDAD DE MOSTOLES,False
PROBASKETLAB FUENLABRADA,7,P. RODRIGUEZ PASCUAL,37.3766%,50.9198%,True,4,SUMIALKI CB CIUDAD DE MOSTOLES,False
PROBASKETLAB FUENLABRADA,8,D. DEL CERRO RUIZ,89.2102%,57.7259%,True,4,SUMIALKI CB CIUDAD DE MOSTOLES,False
PROBASKETLAB FUENLABRADA,7,P. RODRIGUEZ PASCUAL,89.2102%,57.7259%,False,4,SUMIALKI CB CIUDAD DE MOSTOLES,False
PROBASKETLAB FUENLABRADA,5,P. GRANJA I BERNAD,16.9958%,94.4033%,False,4,SUMIALKI CB CIUDAD DE MOSTOLES,False
PROBASKETLAB FUENLABRADA,6,P. REYES ZUR,9.6615%,58.2301%,True,4,SUMIALKI CB CIUDAD DE MOSTOLES,False
PROBASKETLAB FUENLABRADA,6,P. REYES ZUR,24.1185%,90.6221%,False,4,SUMIALKI CB CIUDAD DE MOSTOLES,False
PROBASKETLAB FUENLABRADA,14,R. SANCHEZ CASTILLO,74.6827%,87.4711%,False,4,SUMIALKI CB CIUDAD DE MOSTOLES,False
PROBASKETLAB FUENLABRADA,7,P. RODRIGUEZ PASCUAL,93.8646%,58.9863%,True,4,SUMIALKI CB CIUDAD DE MOSTOLES,False
PROBASKETLAB FUENLABRADA,7,P. RODRIGUEZ PASCUAL,89.6333%,45.122%,False,4,SUMIALKI CB CIUDAD DE MOSTOLES,False
PROBASKETLAB FUENLABRADA,10,B. VIDARTE CANO,30.3949%,22.435%,False,4,SUMIALKI CB CIUDAD DE MOSTOLES,False
PROBASKETLAB FUENLABRADA,3,A. DIAZ CARBALLO,9.23836%,53.8187%,True,4,SUMIALKI CB CIUDAD DE MOSTOLES,False
PROBASKETLAB FUENLABRADA,13,G. GARRIDO GUERREIRO DE SOUSA,27.6446%,13.3601%,True,4,SUMIALKI CB CIUDAD DE MOSTOLES,False
PROBASKETLAB FUENLABRADA,5,P. GRANJA I BERNAD,29.8307%,15.3768%,False,4,SUMIALKI CB CIUDAD DE MOSTOLES,False
PROBASKETLAB FUENLABRADA,8,D. DEL CERRO RUIZ,8.25106%,50.9198%,True,4,SUMIALKI CB CIUDAD DE MOSTOLES,False
PROBASKETLAB FUENLABRADA,10,B. VIDARTE CANO,10.0846%,53.9447%,True,4,SUMIALKI CB CIUDAD DE MOSTOLES,False
PROBASKETLAB FUENLABRADA,4,Á. AGUILERA MUÑOZ,92.031%,56.2134%,False,4,SUMIALKI CB CIUDAD DE MOSTOLES,False
PROBASKETLAB FUENLABRADA,7,P. RODRIGUEZ PASCUAL,77.0804%,5.67176%,True,4,SUMIALKI CB CIUDAD DE MOSTOLES,False
PROBASKETLAB FUENLABRADA,4,Á. AGUILERA MUÑOZ,29.4076%,79.4046%,False,4,SUMIALKI CB CIUDAD DE MOSTOLES,False
PROBASKETLAB FUENLABRADA,13,G. GARRIDO GUERREIRO DE SOUSA,9.6615%,50.2896%,True,4,SUMIALKI CB CIUDAD DE MOSTOLES,False
PROBASKETLAB FUENLABRADA,10,B. VIDARTE CANO,10.3667%,55.3312%,False,4,SUMIALKI CB CIUDAD DE MOSTOLES,False
PROBASKETLAB FUENLABRADA,7,P. RODRIGUEZ PASCUAL,8.81523%,54.5749%,True,4,SUMIALKI CB CIUDAD DE MOSTOLES,False
PROBASKETLAB FUENLABRADA,13,G. GARRIDO GUERREIRO DE SOUSA,29.6897%,79.2786%,False,4,SUMIALKI CB CIUDAD DE MOSTOLES,False
PROBASKETLAB FUENLABRADA,7,P. RODRIGUEZ PASCUAL,20.0987%,5.29364%,False,4,SUMIALKI CB CIUDAD DE MOSTOLES,False
PROBASKETLAB FUENLABRADA,13,G. GARRIDO GUERREIRO DE SOUSA,30.3244%,13.9903%,True,4,SUMIALKI CB CIUDAD DE MOSTOLES,False
PROBASKETLAB FUENLABRADA,8,D. DEL CERRO RUIZ,91.3963%,62.3893%,True,4,SUMIALKI CB CIUDAD DE MOSTOLES,False
PROBASKETLAB FUENLABRADA,14,R. SANCHEZ CASTILLO,75.2468%,88.4794%,True,4,SUMIALKI CB CIUDAD DE MOSTOLES,False
PROBASKETLAB FUENLABRADA,3,A. DIAZ CARBALLO,10.7193%,50.7937%,True,4,SUMIALKI CB CIUDAD DE MOSTOLES,False
PROBASKETLAB FUENLABRADA,2,E. BUENO KNUTSEN,76.5162%,88.3534%,True,4,SUMIALKI CB CIUDAD DE MOSTOLES,False
PROBASKETLAB FUENLABRADA,7,P. RODRIGUEZ PASCUAL,10.2962%,48.9032%,True,4,SUMIALKI CB CIUDAD DE MOSTOLES,False
TOBARRA CB,0,A. PUJADAS TARRADELLAS,72.708%,79.7827%,True,5,CB LA MATANZA,True
TOBARRA CB,10,I. MARTINEZ MESEGUER,92.7363%,48.6511%,True,5,CB LA MATANZA,True
TOBARRA CB,21,A. SOUSA SILVA,32.3695%,32.0139%,False,5,CB LA MATANZA,True
TOBARRA CB,31,Y. BOUBACAR,88.5049%,48.7771%,False,5,CB LA MATANZA,True
TOBARRA CB,31,Y. BOUBACAR,10.0846%,48.1469%,True,5,CB LA MATANZA,True
TOBARRA CB,91,R. KOWALSKI,10.0846%,93.521%,True,5,CB LA MATANZA,True
TOBARRA CB,91,R. KOWALSKI,85.2609%,51.4239%,False,5,CB LA MATANZA,True
TOBARRA CB,0,A. PUJADAS TARRADELLAS,67.701%,73.9849%,False,5,CB LA MATANZA,True
TOBARRA CB,26,E. RAMÓN FERNÁNDEZ,93.5825%,4.78948%,True,5,CB LA MATANZA,True
TOBARRA CB,7,C. TEASLEY JR,13.0465%,52.9364%,False,5,CB LA MATANZA,True
TOBARRA CB,10,I. MARTINEZ MESEGUER,66.4316%,50.2896%,False,5,CB LA MATANZA,True
TOBARRA CB,28,F. QUERO CARMONA,21.9323%,51.55%,False,5,CB LA MATANZA,True
TOBARRA CB,0,A. PUJADAS TARRADELLAS,36.3188%,50.6677%,True,5,CB LA MATANZA,True
TOBARRA CB,91,R. KOWALSKI,12.1298%,50.7937%,True,5,CB LA MATANZA,True
TOBARRA CB,91,R. KOWALSKI,66.22%,50.1636%,False,5,CB LA MATANZA,True
TOBARRA CB,7,C. TEASLEY JR,35.8956%,48.6511%,True,5,CB LA MATANZA,True
TOBARRA CB,0,A. PUJADAS TARRADELLAS,35.6841%,50.6677%,True,5,CB LA MATANZA,True
TOBARRA CB,21,A. SOUSA SILVA,11.7066%,29.3671%,True,5,CB LA MATANZA,True
TOBARRA CB,31,Y. BOUBACAR,11.4951%,48.0209%,True,5,CB LA MATANZA,True
TOBARRA CB,7,C. TEASLEY JR,67.1368%,51.55%,True,5,CB LA MATANZA,True
TOBARRA CB,7,C. TEASLEY JR,11.7066%,29.3671%,False,5,CB LA MATANZA,True
TOBARRA CB,0,A. PUJADAS TARRADELLAS,30.677%,70.5819%,False,5,CB LA MATANZA,True
TOBARRA CB,0,A. PUJADAS TARRADELLAS,92.031%,51.4239%,False,5,CB LA MATANZA,True
TOBARRA CB,22,A. KALINICENKO,9.6615%,52.8104%,True,5,CB LA MATANZA,True
TOBARRA CB,7,C. TEASLEY JR,12.2003%,53.8187%,False,5,CB LA MATANZA,True
TOBARRA CB,0,A. PUJADAS TARRADELLAS,89.9859%,53.5666%,True,5,CB LA MATANZA,True
TOBARRA CB,7,C. TEASLEY JR,32.9337%,33.7785%,False,5,CB LA MATANZA,True
TOBARRA CB,22,A. KALINICENKO,37.2355%,56.5915%,False,5,CB LA MATANZA,True
TOBARRA CB,0,A. PUJADAS TARRADELLAS,75.2468%,51.1719%,False,5,CB LA MATANZA,True
TOBARRA CB,91,R. KOWALSKI,32.7927%,20.1663%,True,5,CB LA MATANZA,True
TOBARRA CB,91,R. KOWALSKI,13.6812%,29.4931%,False,5,CB LA MATANZA,True
TOBARRA CB,7,C. TEASLEY JR,8.46262%,47.2647%,True,5,CB LA MATANZA,True
TOBARRA CB,0,A. PUJADAS TARRADELLAS,8.88575%,45.248%,True,5,CB LA MATANZA,True
TOBARRA CB,91,R. KOWALSKI,74.8237%,50.6677%,False,5,CB LA MATANZA,True
TOBARRA CB,91,R. KOWALSKI,35.8956%,59.7425%,False,5,CB LA MATANZA,True
TOBARRA CB,21,A. SOUSA SILVA,94.8519%,52.4323%,True,5,CB LA MATANZA,True
TOBARRA CB,21,A. SOUSA SILVA,26.2341%,84.6983%,False,5,CB LA MATANZA,True
TOBARRA CB,91,R. KOWALSKI,85.2609%,50.2896%,True,5,CB LA MATANZA,True
TOBARRA CB,21,A. SOUSA SILVA,71.9323%,23.9474%,True,5,CB LA MATANZA,True
TOBARRA CB,10,I. MARTINEZ MESEGUER,33.78%,52.8104%,True,5,CB LA MATANZA,True
