team,player_number,left,top,success,game_index,rival,home
CESUR DISTRITO OLIMPICO,15,11.2835,52.3062,True,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,2,33.0748,75.8755,True,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,15,10.2962,51.8021,True,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,15,23.7659,50.0375,False,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,5,33.4274,70.3298,False,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,33,36.8124,69.5736,False,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,2,12.4118,50.0375,True,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,16,9.520499999999998,50.5417,False,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,10,8.744699999999995,42.4752,False,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,33,12.2708,72.3464,True,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,16,32.5811,68.5653,False,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,12,10.5783,52.8104,True,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,2,28.2087,83.4379,True,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,12,8.603700000000003,51.676,False,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,33,17.2073,50.6677,True,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,2,30.112799999999993,81.0431,True,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,87,9.590999999999994,57.0957,False,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,15,10.084599999999995,53.9447,True,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,15,9.943600000000004,52.8104,False,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,2,15.7969,22.1829,True,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,10,10.4372,54.0708,True,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,70,9.802499999999995,51.55,True,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,16,17.9831,73.9849,True,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,15,11.1425,51.1719,True,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,15,9.520499999999998,52.8104,False,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,15,14.0338,47.5167,True,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,12,22.919600000000003,12.856,False,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,70,9.802499999999995,46.2563,True,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,33,13.469700000000003,55.3312,False,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,2,33.78,76.7578,True,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,33,36.3188,32.8962,False,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,33,9.873099999999994,7.31027,False,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,13,28.984499999999997,19.1579,False,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,10,34.6262,53.3145,False,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,2,13.6107,57.8519,False,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,33,7.2637,48.273,True,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,15,9.80254,52.4323,True,1,TOBARRA CB,False
CESUR DISTRITO OLIMPICO,14,11.213,59.7425,False,1,TOBARRA CB,False
